#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
139,Guyana,"65,926",,"1,240 ",,"63,706",,980,,"83,037","1,562","645,436","812,962","793,931 ",South America,126401,,,"1,234"
140,Fiji,"65,217",,865 ,,"63,246",,"1,106",,"71,740",952,"547,562","602,329","909,075 ",Australia/Oceania,"141,0512",,,"1,217"
141,Madagascar,"64,685",,"1,396 ",,"63,006",,283,6,"2,225",48,"453,438","15,596","29,074,832 ",Africa,"44920,82764",,,10
142,New Caledonia,"62,487",,313 ,,"61,746",,428,9,"214,855","1,076","98,964","340,277","290,834 ",Australia/Oceania,59293,,,"1,472"
143,Sudan,"62,475",,"4,950 ",,N/A,N/A,N/A,,"1,363",108,"562,941","12,281","45,839,520 ",Africa,"7349,26181",,,375
144,Belize,"61,150",,678 ,,"58,605",,"1,867",6,"148,544","1,647","576,016","1,399,245","411,662 ",North America,76071,,,"4,535"
145,Bhutan,"59,644",,21 ,,"59,616",,7,,"75,678",27,"2,303,734","2,923,045","788,128 ",Asia,"1337,5300",,,9
146,Mauritania,"59,252",,982 ,,"58,158",,112,,"12,124",201,"843,713","172,636","4,887,233 ",Africa,"824,9776",,,23
147,Cabo Verde,"57,096",,402 ,,"56,137",,557,23,"100,569",708,"401,416","707,057","567,728 ",Africa,"101,4121",,,981
148,Syria,"55,907",,"3,150 ",,"52,733",,24,,"3,051",172,"146,269","7,981","18,327,090 ",Asia,"3285,818125",,,1
149,Gabon,"47,711",,304 ,,"47,322",,85,,"20,496",131,"1,598,933","686,878","2,327,828 ",Africa,"497,6571",,,37
150,Papua New Guinea,"44,644",,658 ,,"43,960",,26,7,"4,813",71,"249,149","26,858","9,276,518 ",Australia/Oceania,"20814,09837",,,3
151,Seychelles,"44,363",,167 ,,"43,905",,291,,"445,720","1,678",,,"99,531 ",Africa,2596,,,"2,924"
152,Curaçao,"44,127",,277 ,,"43,567",,283,3,"266,793","1,675","496,693","3,003,017","165,398 ",North America,45970,,,"1,711"
153,Andorra,"43,224",,153 ,,"42,810",,261,14,"557,693","1,974","249,838","3,223,508","77,505 ",Europe,25070,,,"3,368"
154,Burundi,"42,248",,38 ,,N/A,N/A,N/A,,"3,359",3,"345,742","27,485","12,579,153 ",Africa,"298331,03036",,,"3,294"
155,Aruba,"39,057",,216 ,,"37,058",,"1,783",1,"362,825","2,007","177,885","1,652,485","107,647 ",North America,34981,,,"16,563"
156,Mauritius,"38,060",,996 ,,"36,416",,648,,"29,831",781,"358,675","281,122","1,275,871 ",Africa,"341,2814",,,508
157,Mayotte,"37,523",,187 ,,"2,964",,"34,372",,"131,378",655,"176,919","619,440","285,611 ",Africa,"81,5272",,,"120,346"
158,Togo,"37,200",,273 ,,"36,865",,62,,"4,298",32,"746,290","86,217","8,655,912 ",Africa,"23331,70712",,,7
159,Guinea,"36,597",,442 ,,"36,113",,42,8,"2,647",32,"660,107","47,747","13,825,236 ",Africa,"37831,27921",,,3
160,Tanzania,"35,354",,840 ,,N/A,N/A,N/A,7,561,13,,,"63,041,475 ",Africa,"1,78375,049",,,545
161,Bahamas,"35,351",,812 ,,"33,470",,"1,069",,"88,256","2,027","235,192","587,173","400,550 ",North America,114932,,,"2,669"
162,Faeroe Islands,"34,658",,28 ,,N/A,N/A,N/A,5,"704,087",569,"778,000","15,805,298","49,224 ",Europe,"11,7580",,,"547,233"
163,Isle of Man,"33,251",,107 ,,"26,794",,"6,350",,"387,054","1,246","150,753","1,754,819","85,908 ",Europe,38031,,,"73,916"
164,Lesotho,"32,910",,697 ,,"24,155",,"8,058",,"15,129",320,"431,221","198,238","2,175,268 ",Africa,"663,1215",,,"3,704"
165,Mali,"31,127",,736 ,,"30,280",,111,,"1,456",34,"691,740","32,348","21,384,618 ",Africa,"68729,05531",,,5
166,Haiti,"31,004",,837 ,,"29,750",,417,,"2,656",72,"132,422","11,344","11,672,793 ",North America,"37613,94688",,,36
167,Benin,"26,952",,163 ,,"25,506",,"1,283",5,"2,115",13,"604,310","47,432","12,740,457 ",Africa,"47378,16221",,,101
168,Somalia,"26,675",,"1,350 ",,"13,182",,"12,143",,"1,592",81,"400,466","23,901","16,755,128 ",Africa,"62812,41142",,,725
169,Saint Lucia,"26,584",,376 ,,"25,881",,327,2,"143,496","2,030","206,642","1,115,422","185,259 ",North America,74931,,,"1,765"
170,Cayman Islands,"25,318",,28 ,,"8,553",,"16,737",1,"376,627",417,"222,773","3,313,940","67,223 ",North America,"32,4010",,,"248,977"
171,Congo,"24,128",,385 ,,"20,178",,"3,565",,"4,173",67,"347,815","60,154","5,782,115 ",Africa,"24015,01817",,,617
172,Timor-Leste,"22,928",,133 ,,"22,774",,21,,"16,769",97,"268,125","196,103","1,367,265 ",Asia,"6010,2805",,,15
173,Solomon Islands,"21,237",,149 ,,"16,357",,"4,731",1,"29,511",207,"5,117","7,111","719,628 ",Australia/Oceania,"344,830141",,,"6,574"
174,Burkina Faso,"20,853",,382 ,,"20,439",,32,,947,17,"248,995","11,309","22,017,453 ",Africa,"1,05657,63788",,,1
175,Gibraltar,"18,806",,102 ,,"16,579",,"2,125",,"558,522","3,029","534,283","15,867,750","33,671 ",Europe,23300,,,"63,111"
176,Nicaragua,"18,491",,225 ,,"4,225",,"14,041",,"2,728",33,,,"6,777,797 ",North America,"36730,124",,,"2,072"
177,Grenada,"18,035",,231 ,,"17,523",,281,4,"158,847","2,035","168,212","1,481,561","113,537 ",North America,64921,,,"2,475"
178,South Sudan,"17,644",,138 ,,"13,644",,"3,862",1,"1,541",12,"401,608","35,078","11,448,890 ",Africa,"64982,96329",,,337
179,Liechtenstein,"17,628",,85 ,,"17,478",,65,2,"459,769","2,217","102,174","2,664,876","38,341 ",Europe,24510,,,"1,695"
180,Tajikistan,"17,388",,124 ,,"17,264",,0,,"1,747",12,,,"9,954,095 ",Asia,"57280,275",,,
181,San Marino,"17,124",,115 ,,"16,910",,99,4,"502,612","3,375","152,231","4,468,183","34,070 ",Europe,22960,,,"2,906"
182,Equatorial Guinea,"15,945",,183 ,,"15,716",,46,5,"10,683",123,"333,092","223,166","1,492,576 ",Africa,"948,1564",,,31
183,Djibouti,"15,686",,189 ,,"15,427",,70,,"15,440",186,"305,941","301,143","1,015,934 ",Africa,"655,3753",,,69
184,Bermuda,"15,428",,138 ,,"14,901",,389,,"249,519","2,232","931,509","15,065,404","61,831 ",North America,44480,,,"6,291"
185,CAR,"14,649",,113 ,,"6,859",,"7,677",2,"2,934",23,"81,294","16,282","4,993,027 ",Africa,"34144,18661",,,"1,538"
186,Dominica,"14,638",,67 ,,"14,284",,287,,"202,367",926,"207,131","2,863,536","72,334 ",North America,"51,0800",,,"3,968"
187,Samoa,"14,315",,28 ,,"1,605",,"12,682",4,"71,227",139,"133,069","662,111","200,977 ",Australia/Oceania,"147,1782",,,"63,102"
188,Monaco,"12,489",,57 ,,"12,310",,122,4,"313,928","1,433","66,898","1,681,573","39,783 ",Europe,36981,,,"3,067"
189,Gambia,"12,002",,365 ,,"11,591",,46,,"4,709",143,"155,686","61,086","2,548,640 ",Africa,"2126,98316",,,18
190,Greenland,"11,971",,21 ,,"2,761",,"9,189",4,"210,161",369,"164,926","2,895,420","56,961 ",North America,"52,7120",,,"161,321"
191,Tonga,"11,909",,12 ,,"11,517",,380,,"110,244",111,"535,009","4,952,686","108,024 ",Australia/Oceania,"99,0020",,,"3,518"
192,Yemen,"11,822",,"2,149 ",,"9,107",,566,23,380,69,"265,253","8,528","31,102,983 ",Asia,"2,63114,473117",,,18
193,Saint Martin,"10,668",,63 ,,"1,399",,"9,206",7,"267,047","1,577","112,382","2,813,207","39,948 ",North America,46340,,,"230,450"
194,Vanuatu,"10,575",,14 ,,"10,263",,298,1,"32,934",44,"24,976","77,783","321,097 ",Australia/Oceania,"3022,93613",,,928
195,Sint Maarten,"10,508",,86 ,,"10,368",,54,10,"239,788","1,962","62,056","1,416,092","43,822 ",North America,45101,,,"1,232"
196,Caribbean Netherlands,"10,219",,35 ,,"10,145",,39,,"382,777","1,311","30,126","1,128,441","26,697 ",North America,37631,,,"1,461"
197,Eritrea,"9,771",,103 ,,"9,663",,5,,"2,683",28,"23,693","6,506","3,641,853 ",Africa,"37335,358154",,,1
198,Niger,"9,031",,310 ,,"8,628",,93,1,349,12,"254,538","9,824","25,909,734 ",Africa,"2,86983,580102",,,4
199,Antigua and Barbuda,"8,531",,140 ,,"8,235",,156,1,"85,734","1,407","18,901","189,948","99,506 ",North America,127115,,,"1,568"
200,Guinea-Bissau,"8,306",,171 ,,"8,076",,59,6,"4,035",83,"140,579","68,295","2,058,422 ",Africa,"24812,03815",,,29
201,Comoros,"8,100",,160 ,,"7,933",,7,,"8,944",177,,,"905,613 ",Africa,"1125,660",,,8
202,Sierra Leone,"7,685",,125 ,,N/A,N/A,N/A,,927,15,"259,958","31,349","8,292,350 ",Africa,"1,07966,33932",,,331
203,Liberia,"7,459",,294 ,,"5,747",,"1,418",2,"1,410",56,"139,824","26,438","5,288,769 ",Africa,"70917,98938",,,268
204,Chad,"7,420",,193 ,,"4,874",,"2,353",,428,11,"191,341","11,033","17,342,051 ",Africa,"2,33789,85591",,,136
205,St. Vincent Grenadines,"6,969",,108 ,,"6,641",,220,,"62,432",968,"99,956","895,462","111,625 ",North America,"161,0341",,,"1,971"
206,British Virgin Islands,"6,902",,63 ,,N/A,N/A,N/A,1,"225,394","2,057","104,740","3,420,417","30,622 ",North America,44860,,,"2,221"
207,Turks and Caicos,"6,160",,36 ,,"6,086",,38,4,"155,027",906,"521,408","13,122,134","39,735 ",North America,"61,1040",,,956
208,Sao Tome and Principe,"6,010",,73 ,,"5,930",,7,,"26,467",321,"29,036","127,872","227,071 ",Africa,"383,1118",,,31
209,Saint Kitts and Nevis,"5,852",,43 ,,"5,759",,50,,"108,509",797,"88,974","1,649,775","53,931 ",North America,"91,2541",,,927
210,Cook Islands,"5,717",,1 ,,"5,705",,11,,"324,922",57,"19,314","1,097,698","17,595 ",Australia/Oceania,"317,5951",,,625
211,Palau,"5,145",,6 ,,"4,461",,678,1,"281,733",329,"58,092","3,181,032","18,262 ",Australia/Oceania,"43,0440",,,"37,126"
212,St. Barth,"4,630",,6 ,,N/A,N/A,N/A,,"465,982",604,"78,646","7,915,258","9,936 ",North America,"21,6560",,,"418,881"
213,Anguilla,"3,374",,9 ,,"3,335",,30,4,"221,057",590,"51,382","3,366,442","15,263 ",North America,"51,6960",,,"1,966"
214,Kiribati,"3,209",,13 ,,"2,623",,573,3,"26,087",106,,,"123,012 ",Australia/Oceania,"389,462",,,"4,658"
215,Saint Pierre Miquelon,"2,765",,1 ,,"2,449",,315,1,"481,791",174,"23,978","4,178,080","5,739 ",North America,"25,7390",,,"54,888"
216,Falkland Islands,"1,733",, ,,N/A,N/A,N/A,,"471,308",,"8,632","2,347,566","3,677 ",South America,20,,,"437,585"
217,Montserrat,"1,012",,8 ,,991,,13,,"202,481","1,601","13,361","2,673,269","4,998 ",North America,56250,,,"2,601"
218,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,
219,Wallis and Futuna,454,,7  ,,438,,9,,"41,816",645,"20,508","1,888,920","10,857 ",Australia/Oceania,"241,5511",,,829
220,Macao,83,, ,,83,,0,,125,,"5,584","8,378","666,545 ",Asia,"8,031119",,,
221,Micronesia,35,, ,,33,,2,,298,,"21,923","186,790","117,367 ",Australia/Oceania,"3,3535",,,17
222,Vatican City,29,, ,,29,,0,,"36,025",,,,805 ,Europe,28,,,
223,Marshall Islands,18,, ,,17,,1,,300,,,,"59,967 ",Australia/Oceania,"3,332",,,17
224,Nauru,13,, ,,12,+4,1,,"1,187",,,,"10,956 ",Australia/Oceania,843,,,91
225,Western Sahara,10,,1 ,,9,,0,,16,2,,,"625,888 ",Africa,"62,589625,888",,,
226,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,
227,Niue,9,, ,,9,,0,,"5,464",,,,"1,647 ",Australia/Oceania,183,,,
228,Tuvalu,3,, ,,,,3,,248,,,,"12,075 ",Australia/Oceania,"4,025",,,248
229,Saint Helena,2,, ,,2,,0,,327,,,,"6,112 ",Africa,"3,056",,,
230,China,"224,977",+95,"5,226 ",,"218,832",+62,919,14,156,4,"160,000,000","111,163","1,439,323,776 ",Asia,"6,398275,4169",0.07,,0.6
,Total:,"103,258,063","+1,688","1,479,802",+11,"97,104,243","+4,032","4,674,018","8,172",,,,,,North America, ,,,,,
,Total:,"159,048,701","+123,013","1,435,349",+164,"153,097,659","+168,548","4,515,693","10,565",,,,,,Asia, ,,,,,
,Total:,"58,506,075",+396,"1,301,112",,"55,484,654",,"1,720,309","10,530",,,,,,South America, ,,,,,
,Total:,"198,869,376","+5,594","1,848,000",+87,"190,495,118","+78,092","6,526,258","5,764",,,,,,Europe, ,,,,,
,Total:,"9,227,492","+31,944","13,090",+50,"8,873,559","+5,882","340,843",135,,,,,,Australia/Oceania, ,,,,,
,Total:,"12,207,688",,"255,338",,"11,414,180",,"538,170",988,,,,,,Africa, ,,,,,
,Total:,721,,15,,706,,0,0,,,,,,, ,,,,,
,Total:,"541,118,116","+162,635","6,332,706",+312,"516,470,119","+257,051","18,315,291","36,154","69,420.4",812.4,,,,All,,,,,,,
#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,,Asia,,"158,925,688","+125,415","1,435,185",+180,"152,929,111","+190,442","4,561,392","10,588",,,,,,Asia,,,,,,,
,,North America,,"103,256,375","+57,139","1,479,791",+156,"97,100,211","+95,282","4,676,373","8,172",,,,,,North America,,,,,,,
,,South America,,"58,505,679","+50,482","1,301,112",+82,"55,484,157","+43,126","1,720,410","10,530",,,,,,South America,,,,,,,
,,Europe,,"198,863,782","+78,826","1,847,913",+266,"190,417,026","+151,396","6,598,843","5,766",,,,,,Europe,,,,,,,
,,Oceania,,"9,195,548","+24,336","13,040",+18,"8,867,677","+29,626","314,831",119,,,,,,Australia/Oceania,,,,,,,
,,Africa,,"12,207,688","+2,271","255,338",+28,"11,414,180","+3,160","538,170",988,,,,,,Africa,,,,,,,
,,,,721,,15,,706,,0,0,,,,,,,,,,,,,
,World,"540,955,481","+338,469","6,332,394",+730,"516,213,068","+513,032","18,410,019","36,163","69,400",812.4,,,,All,,,,,,,
1,China,"224,882",+89,"5,226 ",,"218,770",+66,886,19,156,4,"160,000,000","111,163","1,439,323,776 ",Asia,"6,400275,4169",0.06,,0.6
2,USA,"87,424,846","+49,422","1,036,084 ",+117,"83,245,798","+85,079","3,142,964","2,800","261,144","3,095","1,040,105,263","3,106,865","334,776,423 ",North America,43230,148,0.3,"9,388"
3,India,"43,236,695","+4,691","524,777 ",+6,"42,661,370","+4,035","50,548",698,"30,743",373,"855,108,879","608,019","1,406,384,242 ",Asia,"332,6802",3,,36
4,Brazil,"31,497,038","+40,173","668,230 ",+53,"30,219,236","+37,063","609,572","8,318","146,160","3,101","63,776,166","295,949","215,497,163 ",South America,73223,186,0.2,"2,829"
5,France,"29,858,393","+8,474","148,841 ",+92,"29,242,616","+32,029","466,936",869,"455,476","2,270","271,490,188","4,141,455","65,554,307 ",Europe,24400,129,1,"7,123"
6,Germany,"26,886,447","+38,664","140,213 ",+30,"25,939,900","+57,000","806,334",631,"318,920","1,663","122,332,384","1,451,073","84,304,782 ",Europe,36011,459,0.4,"9,565"
7,UK,"22,410,583","+9,411","179,274 ",+19,"22,045,408","+8,468","185,901",188,"326,783","2,614","522,526,476","7,619,299","68,579,336 ",Europe,33830,137,0.3,"2,711"
8,Russia,"18,379,583","+2,996","380,076 ",+56,"17,798,245","+3,684","201,262","2,300","125,839","2,602","273,400,000","1,871,883","146,056,108 ",Europe,83841,21,0.4,"1,378"
9,S. Korea,"18,229,288","+3,828","24,388 ",+17,"18,012,349","+18,777","192,551",95,"354,966",475,"15,804,065","307,742","51,354,960 ",Asia,"32,1063",75,0.3,"3,749"
10,Italy,"17,664,043","+10,371","167,432 ",+41,"16,879,683","+15,913","616,928",193,"292,989","2,777","223,100,172","3,700,512","60,289,007 ",Europe,33600,172,0.7,"10,233"
11,Turkey,"15,072,747",,"98,965 ",,"14,971,256",,"2,526",975,"175,054","1,149","162,743,369","1,890,088","86,103,597 ",Asia,68701,,,29
12,Spain,"12,478,994",,"107,108 ",,"11,939,322",,"432,564",339,"266,702","2,289","471,036,328","10,067,034","46,789,983 ",Europe,44370,,,"9,245"
13,Vietnam,"10,732,429",+617,"43,083 ",,"9,562,523","+9,330","1,126,823",53,"108,363",435,"85,820,575","866,512","99,041,436 ",Asia,"92,2991",6,,"11,377"
14,Argentina,"9,313,453",,"128,994 ",,"8,895,999",,"288,460",344,"202,457","2,804","35,716,069","776,400","46,002,135 ",South America,53571,,,"6,271"
15,Japan,"9,051,732","+13,128","30,891 ",+12,"8,860,780","+16,418","160,061",61,"71,997",246,"53,970,927","429,281","125,723,891 ",Asia,"144,0702",104,0.10,"1,273"
16,Netherlands,"8,107,944","+1,791","22,336 ",,"8,046,107","+2,596","39,501",33,"471,157","1,298","21,107,399","1,226,563","17,208,579 ",Europe,27701,104,,"2,295"
17,Australia,"7,634,958","+19,559","9,058 ",+11,"7,412,923","+24,811","212,977",86,"292,806",347,"72,764,501","2,790,570","26,075,142 ",Australia/Oceania,"32,8790",750,0.4,"8,168"
18,Iran,"7,233,880",+192,"141,352 ",+2,"7,059,253",+281,"33,275",361,"84,034","1,642","52,298,398","607,533","86,083,213 ",Asia,126092,2,0.02,387
19,Colombia,"6,117,847",,"139,894 ",,"5,943,925",,"34,028",342,"117,793","2,694","35,175,528","677,268","51,937,378 ",South America,83711,,,655
20,Indonesia,"6,061,079",+591,"156,652 ",+9,"5,899,501",+390,"4,926","2,771","21,713",561,"99,626,689","356,897","279,147,249 ",Asia,"461,7823",2,0.03,18
21,Poland,"6,010,090",+45,"116,371 ",,"5,335,560",+3,"558,159",408,"159,140","3,081","36,412,734","964,166","37,766,035 ",Europe,63251,1,,"14,779"
22,Mexico,"5,823,844","+2,582","325,194 ",+8,"5,088,869","+3,203","409,781","4,798","44,265","2,472","16,167,272","122,883","131,566,572 ",North America,234058,20,0.06,"3,115"
23,Ukraine,"5,014,929",,"108,605 ",,N/A,N/A,N/A,177,"116,024","2,513","19,521,252","451,639","43,223,130 ",Europe,93982,,,"19,626"
24,Portugal,"4,917,127",,"23,531 ",,"4,281,372","+19,232","612,224",61,"484,975","2,321","42,825,431","4,223,865","10,138,920 ",Europe,24310,,,"60,384"
25,Malaysia,"4,528,390","+2,092","35,716 ",+4,"4,470,067","+1,876","22,607",26,"136,511","1,077","60,355,132","1,819,445","33,172,274 ",Asia,79291,63,0.1,682
26,Thailand,"4,486,664","+1,801","30,352 ",+15,"4,434,529","+2,330","21,783","1,496","63,967",433,"17,270,775","246,231","70,140,482 ",Asia,"162,3114",26,0.2,311
27,DPRK,"4,469,520","+36,720",72 ,,"4,404,210","+42,650","65,238",,"171,915",3,,,"25,998,461 ",Asia,"6361,090","1,412",,"2,509"
28,Austria,"4,294,321","+2,905","18,699 ",+2,"4,231,207","+2,487","44,415",36,"471,576","2,053","188,792,612","20,732,065","9,106,310 ",Europe,24870,319,0.2,"4,877"
29,Israel,"4,189,858","+6,373","10,882 ",,"4,149,569","+4,659","29,407",150,"449,266","1,167","41,373,364","4,436,346","9,326,000 ",Asia,28570,683,,"3,153"
30,Belgium,"4,170,252",,"31,816 ",,"4,087,206","+2,625","51,230",66,"356,807","2,722","34,197,937","2,925,980","11,687,686 ",Europe,33670,,,"4,383"
31,South Africa,"3,979,126",+536,"101,509 ",+25,"3,856,957","+2,084","20,660",192,"65,486","1,671","25,504,687","419,743","60,762,580 ",Africa,155992,9,0.4,340
32,Czechia,"3,923,030",+61,"40,303 ",,"3,881,703",+182,"1,024",2,"365,014","3,750","55,462,528","5,160,455","10,747,604 ",Europe,32670,6,,95
33,Canada,"3,899,493","+2,043","41,527 ",+8,"3,546,436",+585,"311,530",252,"101,588","1,082","62,220,040","1,620,923","38,385,559 ",North America,109241,53,0.2,"8,116"
34,Chile,"3,829,119","+9,110","58,109 ",+14,"3,542,801","+4,909","228,209",156,"197,019","2,990","39,436,831","2,029,140","19,435,247 ",South America,53340,469,0.7,"11,742"
35,Philippines,"3,693,608",+386,"60,461 ",,"3,630,050",+207,"3,097",440,"32,856",538,"30,440,249","270,780","112,416,830 ",Asia,"301,8594",3,,28
36,Switzerland,"3,667,742",,"13,967 ",,"3,624,223","+1,695","29,552",44,"417,849","1,591","21,153,745","2,409,947","8,777,680 ",Europe,26280,,,"3,367"
37,Peru,"3,591,816",+934,"213,338 ",+14,"3,367,636",+605,"10,842",140,"106,063","6,300","31,020,248","916,001","33,864,868 ",South America,91591,28,0.4,320
38,Greece,"3,500,489",,"30,020 ",,"3,423,217",,"47,252",110,"339,060","2,908","83,576,762","8,095,305","10,324,103 ",Europe,33440,,,"4,577"
39,Denmark,"2,992,597","+2,119","6,414 ",+10,"2,977,638",+750,"8,545",9,"513,146","1,100","127,533,042","21,868,338","5,831,858 ",Europe,29090,363,2,"1,465"
40,Taiwan,"2,937,312","+45,059","4,280 ",+109,"1,464,820","+82,244","1,468,212",,"122,897",179,"19,607,043","820,358","23,900,579 ",Asia,"85,5841","1,885",5,"61,430"
41,Romania,"2,912,878",+173,"65,714 ",,"2,842,802",+202,"4,362",48,"153,404","3,461","23,326,374","1,228,461","18,988,290 ",Europe,72891,9,,230
42,Sweden,"2,510,930",,"19,016 ",,"2,486,355",+228,"5,559",6,"245,647","1,860","18,622,701","1,821,879","10,221,702 ",Europe,45381,,,544
43,Iraq,"2,330,049",+236,"25,223 ",+1,"2,303,357",+146,"1,469",9,"55,508",601,"18,647,439","444,228","41,977,141 ",Asia,"181,6642",6,0.02,35
44,Serbia,"2,020,596",+258,"16,101 ",,"2,000,165",+262,"4,330",10,"233,084","1,857","9,793,592","1,129,730","8,668,966 ",Europe,45381,30,,499
45,Bangladesh,"1,954,243",+128,"29,131 ",,"1,905,337",+71,"19,775","1,328","11,641",174,"14,191,162","84,532","167,879,547 ",Asia,"865,76312",0.8,,118
46,Hungary,"1,921,486",,"46,571 ",,"1,853,094",,"21,821",8,"199,891","4,845","11,394,556","1,185,368","9,612,671 ",Europe,52061,,,"2,270"
47,Slovakia,"1,791,220",+28,"20,116 ",,"1,769,349",+26,"1,755",17,"327,775","3,681","7,159,130","1,310,048","5,464,783 ",Europe,32721,5,,321
48,Jordan,"1,697,271",,"14,068 ",,"1,682,962",,241,124,"163,198","1,353","16,834,239","1,618,665","10,400,076 ",Asia,67391,,,23
49,Georgia,"1,658,240",,"16,826 ",,"1,637,293",,"4,121",,"417,243","4,234","16,920,079","4,257,392","3,974,283 ",Asia,22360,,,"1,037"
