#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
50,Ireland,"1,570,519",,"7,383 ",,"1,547,727",+894,"15,409",22,"311,300","1,463","12,293,825","2,436,820","5,045,028 ",Europe,36830,,,"3,054"
51,Pakistan,"1,531,271",+94,"30,381 ",,"1,496,123",,"4,767",50,"6,680",133,"28,750,229","125,420","229,230,939 ",Asia,"1507,5458",0.4,,21
52,Norway,"1,437,343",+488,"3,210 ",,"1,429,621",+144,"4,512",20,"261,161",583,"11,002,430","1,999,111","5,503,661 ",Europe,"41,7151",89,,820
53,Singapore,"1,343,645","+2,389","1,398 ",+1,"1,263,653","+3,018","78,594",3,"226,210",235,"23,877,882","4,019,980","5,939,801 ",Asia,"44,2490",402,0.2,"13,232"
54,Kazakhstan,"1,305,867",+5,"13,663 ",+1,"1,292,109",+6,95,24,"67,966",711,"11,575,012","602,445","19,213,392 ",Asia,"151,4062",0.3,0.05,5
55,New Zealand,"1,242,497","+4,518","1,267 ",+6,"1,199,266","+4,482","41,964",,"248,395",253,"71,423,774","14,278,758","5,002,100 ",Australia/Oceania,"43,9480",903,1,"8,389"
56,Hong Kong,"1,219,912",+737,"9,390 ",,"1,197,195",+266,"13,327",5,"160,194","1,233","49,428,776","6,490,771","7,615,239 ",Asia,68110,97,,"1,750"
57,Morocco,"1,176,165",+561,"16,082 ",,"1,154,116",+378,"5,967",293,"31,147",426,"11,743,336","310,990","37,761,188 ",Africa,"322,3483",15,,158
58,Bulgaria,"1,167,147",+246,"37,204 ",+8,"1,063,059","+2,021","66,884",29,"170,466","5,434","10,051,305","1,468,030","6,846,797 ",Europe,61841,36,1,"9,769"
59,Croatia,"1,139,835",+19,"16,019 ",,"1,122,161",+260,"1,655",6,"281,020","3,949","4,905,321","1,209,379","4,056,066 ",Europe,42531,5,,408
60,Finland,"1,114,573",,"4,714 ",,N/A,N/A,N/A,21,"200,555",848,"10,977,262","1,975,233","5,557,453 ",Europe,"51,1791",,,"191,429"
61,Cuba,"1,105,631",+19,"8,529 ",,"1,096,934",+15,168,23,"97,729",754,"13,852,049","1,224,417","11,313,177 ",North America,"101,3261",2,,15
62,Lebanon,"1,101,247",+138,"10,446 ",+1,"1,087,510",+154,"3,291",186,"162,761","1,544","4,795,578","708,772","6,766,038 ",Asia,66481,20,0.1,486
63,Lithuania,"1,064,069",+23,"9,155 ",+2,"1,037,401",+82,"17,513",5,"401,763","3,457","9,989,932","3,771,924","2,648,498 ",Europe,22890,9,0.8,"6,612"
64,Tunisia,"1,043,540",,"28,648 ",,N/A,N/A,N/A,29,"86,536","2,376","4,640,840","384,842","12,059,066 ",Africa,124213,,,-983.82
65,Slovenia,"1,028,382",+72,"6,644 ",,"1,018,019",+60,"3,719",6,"494,535","3,195","2,673,666","1,285,730","2,079,493 ",Europe,23131,35,,"1,788"
66,Belarus,"982,867",,"6,978 ",,N/A,N/A,N/A,,"104,081",739,"13,220,483","1,399,988","9,443,281 ",Europe,"101,3531",,,"5,014"
67,Nepal,"979,271",+9,"11,952 ",,"967,217",+13,102,,"32,474",396,"5,730,656","190,036","30,155,659 ",Asia,"312,5235",0.3,,3
68,Uruguay,"943,877",,"7,290 ",,"928,373",,"8,214",18,"269,900","2,085","6,114,822","1,748,523","3,497,135 ",South America,44801,,,"2,349"
69,Mongolia,"926,282","+1,055","2,179 ",,N/A,N/A,N/A,192,"273,972",644,"4,030,048","1,191,994","3,380,931 ",Asia,"41,5521",312,,"180,674"
70,UAE,"918,815","+1,319","2,305 ",,"900,358","+1,076","16,152",,"90,767",228,"165,324,919","16,332,028","10,122,743 ",Asia,"114,3920",130,,"1,596"
71,Bolivia,"912,473",+201,"21,951 ",,"875,545",+466,"14,977",220,"76,150","1,832","2,705,422","225,779","11,982,608 ",South America,135464,17,,"1,250"
72,Costa Rica,"904,934",,"8,525 ",,"860,711",,"35,698",52,"174,544","1,644","4,659,757","898,775","5,184,562 ",North America,66081,,,"6,885"
73,Panama,"892,455","+1,106","8,307 ",+8,"862,527","+3,092","21,621",16,"200,695","1,868","6,416,881","1,443,026","4,446,824 ",North America,55351,249,2,"4,862"
74,Ecuador,"890,852",,"35,659 ",,N/A,N/A,N/A,759,"49,045","1,963","2,470,170","135,993","18,163,935 ",South America,205097,,,"22,644"
75,Guatemala,"871,263",+151,"18,293 ",+6,"845,301",,"7,669",5,"46,943",986,"4,756,204","256,263","18,559,873 ",North America,"211,0154",8,0.3,413
76,Latvia,"830,698",+417,"5,839 ",+2,"822,583",+329,"2,276",6,"450,077","3,164","7,288,563","3,948,985","1,845,680 ",Europe,23160,226,1,"1,233"
77,Azerbaijan,"792,847",,"9,714 ",,"783,019",,114,,"76,850",942,"6,901,005","668,905","10,316,866 ",Asia,"131,0621",,,11
78,Saudi Arabia,"778,983","+1,188","9,175 ",+2,"760,490",+923,"9,318",91,"21,718",256,"42,947,407","1,197,374","35,867,993 ",Asia,"463,9091",33,0.06,260
79,Sri Lanka,"663,960",+10,"16,519 ",,"646,983",+2,458,,"30,756",765,"6,486,117","300,453","21,587,805 ",Asia,"331,3073",0.5,,21
80,Paraguay,"652,044",,"18,932 ",,"624,673",,"8,439",2,"89,286","2,592","2,646,163","362,345","7,302,885 ",South America,113863,,,"1,156"
81,Kuwait,"636,240",,"2,555 ",,"631,350",,"2,335",22,"144,818",582,"8,149,895","1,855,046","4,393,366 ",Asia,"71,7201",,,531
82,Myanmar,"613,452",+9,"19,434 ",,"592,432",+8,"1,586",,"11,130",353,"8,284,098","150,295","55,118,982 ",Asia,"902,8367",0.2,,29
83,Bahrain,"597,184","+1,397","1,489 ",,"587,483",+886,"8,212",4,"328,749",820,"9,915,021","5,458,208","1,816,534 ",Asia,"31,2200",769,,"4,521"
84,Dominican Republic,"592,578",+896,"4,382 ",,"584,682","+1,486","3,514",19,"53,581",396,"3,411,051","308,429","11,059,420 ",North America,"192,5243",81,,318
85,Palestine,"582,669",,"5,356 ",,"577,132",,181,17,"109,279","1,005","3,078,533","577,375","5,331,948 ",Asia,99962,,,34
86,Estonia,"577,654",,"2,574 ",,"520,451",,"54,629",5,"434,892","1,938","3,386,999","2,549,935","1,328,269 ",Europe,25160,,,"41,128"
87,Venezuela,"524,321",+30,"5,724 ",,"517,479",+58,"1,118",230,"18,541",202,"3,359,014","118,780","28,279,333 ",South America,"544,9408",1,,40
88,Moldova,"519,234",+6,"11,554 ",+3,"504,142",,"3,538",49,"129,300","2,877","3,216,305","800,925","4,015,739 ",Europe,83481,1,0.7,881
89,Egypt,"515,645",,"24,613 ",,"442,182",,"48,850",122,"4,861",232,"3,693,367","34,815","106,086,832 ",Africa,"2064,31029",,,460
90,Libya,"502,040",,"6,430 ",,"490,973",,"4,637",101,"71,181",912,"2,477,219","351,231","7,052,961 ",Africa,"141,0973",,,657
91,Cyprus,"491,777",,"1,067 ",,"124,370",,"366,340",60,"401,632",871,"9,477,138","7,739,927","1,224,448 ",Asia,"21,1480",,,"299,188"
92,Ethiopia,"479,484",+521,"7,517 ",+1,"456,866",+147,"15,101",35,"3,979",62,"4,988,019","41,395","120,499,230 ",Africa,"25116,03024",4,0.01,125
93,Honduras,"425,655",,"10,902 ",,"132,430",,"282,323",105,"41,686","1,068","1,387,113","135,847","10,210,881 ",North America,249377,,,"27,649"
94,Armenia,"423,006",,"8,629 ",,"412,661",,"1,716",,"142,234","2,901","3,109,931","1,045,703","2,974,010 ",Asia,73451,,,577
95,Réunion,"418,585",,796 ,,"415,360",,"2,429",10,"461,131",877,"1,603,660","1,766,661","907,735 ",Africa,"21,1401",,,"2,676"
96,Oman,"389,758",,"4,260 ",,"384,669",,829,2,"72,728",795,"25,000,000","4,664,971","5,359,090 ",Asia,"141,2580",,,155
97,Bosnia and Herzegovina,"378,112",,"15,793 ",,N/A,N/A,N/A,,"116,660","4,873","1,782,950","550,096","3,241,159 ",Europe,92052,,,"52,482"
98,Qatar,"372,704",+443,677 ,,"369,363",+263,"2,664",,"132,739",241,"3,590,034","1,278,591","2,807,805 ",Asia,"84,1471",158,,949
99,Kenya,"327,145",+213,"5,651 ",,"319,669",+150,"1,825",,"5,834",101,"3,703,840","66,053","56,073,862 ",Africa,"1719,92315",4,,33
100,Zambia,"323,283",+61,"3,989 ",,"318,247",+101,"1,047",,"16,677",206,"3,507,848","180,959","19,384,745 ",Africa,"604,8606",3,,54
101,North Macedonia,"312,607",+69,"9,316 ",,"302,892",+85,399,,"150,060","4,472","2,057,112","987,473","2,083,208 ",Europe,72241,33,,192
102,Botswana,"310,431",,"2,701 ",,"304,887",,"2,843",1,"127,021","1,105","2,026,898","829,358","2,443,936 ",Africa,89051,,,"1,163"
103,Albania,"276,731",,"3,497 ",,"272,893",,341,2,"96,365","1,218","1,835,130","639,042","2,871,689 ",Europe,108212,,,119
104,Algeria,"265,937",+10,"6,875 ",,"178,442",+5,"80,620",6,"5,859",151,"230,861","5,086","45,390,507 ",Africa,"1716,602197",0.2,,"1,776"
105,Nigeria,"256,352",,"3,144 ",,"250,131",,"3,077",11,"1,186",15,"5,198,572","24,060","216,071,476 ",Africa,"84368,72542",,,14
106,Zimbabwe,"254,155",,"5,521 ",,"246,556",,"2,078",12,"16,629",361,"2,361,244","154,495","15,283,591 ",Africa,"602,7686",,,136
107,Luxembourg,"251,873",,"1,084 ",,"245,443",,"5,346",,"390,030","1,679","4,275,297","6,620,382","645,778 ",Europe,35960,,,"8,278"
108,Uzbekistan,"239,272",+9,"1,637 ",,"237,441",+12,194,23,"6,953",48,"1,377,915","40,041","34,412,290 ",Asia,"14421,02225",0.3,,6
109,Montenegro,"237,945",+44,"2,722 ",,"234,768",+26,455,6,"378,760","4,333","2,485,184","3,955,907","628,221 ",Europe,32310,70,,724
110,Mozambique,"226,481",+18,"2,206 ",,"223,783",+123,492,13,"6,872",67,"1,335,374","40,518","32,957,580 ",Africa,"14614,94025",0.5,,15
111,Laos,"210,158",+11,757 ,,N/A,N/A,N/A,,"28,093",101,"1,233,207","164,849","7,480,827 ",Asia,"369,8826",1,,"26,968"
112,Kyrgyzstan,"200,993",,"2,991 ",,"196,406",,"1,596",131,"29,850",444,"1,907,195","283,241","6,733,469 ",Asia,"342,2514",,,237
113,Iceland,"190,014",,153 ,,N/A,N/A,N/A,1,"549,890",443,"1,958,282","5,667,162","345,549 ",Europe,"22,2580",,,"330,419"
114,Martinique,"182,791",,943 ,,104,,"181,744",8,"487,834","2,517","828,928","2,212,250","374,699 ",North America,23970,,,"485,040"
115,Afghanistan,"180,864",,"7,709 ",,"163,215",,"9,940","1,124","4,451",190,"971,529","23,910","40,632,673 ",Asia,"2255,27142",,,245
116,Maldives,"179,979",+142,299 ,,"163,687",,"15,993",25,"321,935",535,"2,213,831","3,959,966","559,053 ",Asia,"31,8700",254,,"28,607"
117,Namibia,"168,448",+45,"4,049 ",,"162,463",+60,"1,936",,"64,040","1,539","1,050,977","399,555","2,630,367 ",Africa,166503,17,,736
118,Uganda,"166,319",+82,"3,602 ",+1,"100,395",+5,"62,322",6,"3,426",74,"2,731,155","56,256","48,548,800 ",Africa,"29213,47818",2,0.02,"1,284"
119,Trinidad and Tobago,"164,829",+106,"3,965 ",+2,"152,814",+944,"8,050",18,"117,041","2,815","760,781","540,213","1,408,299 ",North America,93552,75,1,"5,716"
120,El Salvador,"164,134",,"4,135 ",,"158,594",,"1,405",8,"25,059",631,"2,219,800","338,909","6,549,835 ",North America,"401,5843",,,215
121,Guadeloupe,"162,190",,949 ,,"2,250",,"158,991",19,"405,215","2,371","938,039","2,343,592","400,257 ",North America,24220,,,"397,222"
122,Ghana,"161,935",,"1,445 ",,"160,089",,401,,"5,008",45,"2,455,067","75,929","32,333,890 ",Africa,"20022,37613",,,12
123,Brunei ,"153,611",+518,225 ,,"150,550",+317,"2,836",,"344,710",505,"717,784","1,610,739","445,624 ",Asia,"31,9811","1,162",,"6,364"
124,Jamaica,"140,670",+207,"3,084 ",+1,"88,864",+131,"48,722",,"47,105","1,033","1,117,306","374,145","2,986,295 ",North America,219683,69,0.3,"16,315"
125,Cambodia,"136,262",,"3,056 ",,"133,206",,0,,"7,937",178,"2,978,201","173,465","17,168,838 ",Asia,"1265,6186",,,
126,Rwanda,"130,375",+30,"1,459 ",,"45,522",,"83,394",,"9,603",107,"5,494,233","404,691","13,576,353 ",Africa,"1049,3052",2,,"6,143"
127,Cameroon,"119,947",,"1,930 ",,"117,791",,226,13,"4,310",69,"1,751,774","62,945","27,830,381 ",Africa,"23214,42016",,,8
128,Angola,"99,761",,"1,900 ",,"97,149",,712,,"2,862",55,"1,499,795","43,031","34,853,471 ",Africa,"34918,34423",,,20
129,Malta,"96,290",+142,727 ,+1,"93,412",+73,"2,151",4,"216,953","1,638","1,938,234","4,367,074","443,829 ",Europe,56100,320,2,"4,846"
130,DRC,"89,932",,"1,345 ",,"50,930",,"37,657",,948,14,"846,704","8,926","94,853,927 ",Africa,"1,05570,523112",,,397
131,Senegal,"86,170",+6,"1,967 ",,"84,186",+7,17,,"4,896",112,"1,102,286","62,624","17,601,640 ",Africa,"2048,94816",0.3,,1.0
132,Malawi,"86,107",,"2,642 ",,"82,932",,533,67,"4,286",132,"586,740","29,204","20,090,863 ",Africa,"2337,60434",,,27
133,French Guiana,"84,507",,399 ,,"11,254",,"72,854",1,"269,361","1,272","644,972","2,055,812","313,731 ",South America,47860,,,"232,218"
134,Ivory Coast,"82,492",+5,799 ,,"81,591",+10,102,,"2,984",29,"1,532,951","55,445","27,648,050 ",Africa,"33534,60318",0.2,,4
135,Barbados,"82,318",+63,468 ,+1,"80,678",+119,"1,172",,"285,768","1,625","694,258","2,410,124","288,059 ",North America,36160,219,3,"4,069"
136,Suriname,"80,673",,"1,352 ",,"49,526",,"29,795",,"135,164","2,265","237,519","397,953","596,852 ",South America,74413,,,"49,920"
137,Channel Islands,"77,006",,176 ,,"76,220",,610,,"435,114",994,"1,252,808","7,078,851","176,979 ",Europe,"21,0060",,,"3,447"
138,French Polynesia,"73,106",+44,649 ,,N/A,N/A,N/A,7,"257,357","2,285",,,"284,065 ",Australia/Oceania,4438,155,,"137,141"
139,Eswatini,"72,904",+13,"1,410 ",,"71,378",+45,116,11,"61,599","1,191","1,031,608","871,644","1,183,520 ",Africa,168391,11,,98
140,Guyana,"65,926",+34,"1,240 ",+1,"63,706",+25,980,,"83,037","1,562","645,436","812,962","793,931 ",South America,126401,43,1,"1,234"
141,Fiji,"65,217",+58,865 ,+1,"63,246",+21,"1,106",,"71,740",952,"547,562","602,329","909,075 ",Australia/Oceania,"141,0512",64,1,"1,217"
142,Madagascar,"64,685",,"1,396 ",,"63,006",,283,6,"2,225",48,"453,438","15,596","29,074,832 ",Africa,"44920,82764",,,10
143,New Caledonia,"62,487",,313 ,,"61,746",,428,9,"214,855","1,076","98,964","340,277","290,834 ",Australia/Oceania,59293,,,"1,472"
144,Sudan,"62,475",+31,"4,950 ",,N/A,N/A,N/A,,"1,363",108,"562,941","12,281","45,839,520 ",Africa,"7349,26181",0.7,,375
145,Belize,"61,150",+287,678 ,,"58,605",+212,"1,867",6,"148,544","1,647","576,016","1,399,245","411,662 ",North America,76071,697,,"4,535"
146,Bhutan,"59,644",+8,21 ,,"59,616",+9,7,,"75,678",27,"2,303,734","2,923,045","788,128 ",Asia,"1337,5300",10,,9
147,Mauritania,"59,252",+5,982 ,,"58,158",+14,112,,"12,124",201,"843,713","172,636","4,887,233 ",Africa,"824,9776",1,,23
148,Cabo Verde,"57,096",,402 ,,"56,137",,557,23,"100,569",708,"401,416","707,057","567,728 ",Africa,"101,4121",,,981
149,Syria,"55,907",+3,"3,150 ",,"52,733",+9,24,,"3,051",172,"146,269","7,981","18,327,090 ",Asia,"3285,818125",0.2,,1
150,Gabon,"47,711",,304 ,,"47,322",,85,,"20,496",131,"1,598,933","686,878","2,327,828 ",Africa,"497,6571",,,37
151,Papua New Guinea,"44,644",,658 ,,"43,960",,26,7,"4,813",71,"249,149","26,858","9,276,518 ",Australia/Oceania,"20814,09837",,,3
152,Seychelles,"44,363",,167 ,,"43,905",,291,,"445,720","1,678",,,"99,531 ",Africa,2596,,,"2,924"
153,Curaçao,"44,127",,277 ,,"43,567",,283,3,"266,793","1,675","496,693","3,003,017","165,398 ",North America,45970,,,"1,711"
154,Andorra,"43,224",,153  ,,"42,810",,261,14,"557,693","1,974","249,838","3,223,508","77,505 ",Europe,25070,,,"3,368"
155,Burundi,"42,248",,38 ,,N/A,N/A,N/A,,"3,359",3,"345,742","27,485","12,579,153 ",Africa,"298331,03036",,,"3,294"
156,Aruba,"39,057",,216 ,,"37,058",,"1,783",1,"362,825","2,007","177,885","1,652,485","107,647 ",North America,34981,,,"16,563"
157,Mauritius,"38,060",,996 ,,"36,416",,648,,"29,831",781,"358,675","281,122","1,275,871 ",Africa,"341,2814",,,508
158,Mayotte,"37,523",,187 ,,"2,964",,"34,372",,"131,378",655,"176,919","619,440","285,611 ",Africa,"81,5272",,,"120,346"
159,Togo,"37,200",+4,273 ,,"36,865",+10,62,,"4,298",32,"746,290","86,217","8,655,912 ",Africa,"23331,70712",0.5,,7
160,Guinea,"36,597",,442 ,,"36,113",,42,8,"2,647",32,"660,107","47,747","13,825,236 ",Africa,"37831,27921",,,3
161,Tanzania,"35,354",,840 ,,N/A,N/A,N/A,7,561,13,,,"63,041,475 ",Africa,"1,78375,049",,,545
162,Bahamas,"35,351",+19,812 ,,"33,470",+64,"1,069",,"88,256","2,027","235,192","587,173","400,550 ",North America,114932,47,,"2,669"
163,Faeroe Islands,"34,658",,28 ,,N/A,N/A,N/A,5,"704,087",569,"778,000","15,805,298","49,224 ",Europe,"11,7580",,,"547,233"
164,Isle of Man,"33,251",,107 ,,"26,794",,"6,350",,"387,054","1,246","150,753","1,754,819","85,908 ",Europe,38031,,,"73,916"
165,Lesotho,"32,910",,697 ,,"24,155",,"8,058",,"15,129",320,"431,221","198,238","2,175,268 ",Africa,"663,1215",,,"3,704"
166,Mali,"31,127",+2,736 ,+1,"30,280",+4,111,,"1,456",34,"691,740","32,348","21,384,618 ",Africa,"68729,05531",0.09,0.05,5
167,Haiti,"31,004",,837 ,,"29,750",,417,,"2,656",72,"132,422","11,344","11,672,793 ",North America,"37613,94688",,,36
168,Benin,"26,952",,163 ,,"25,506",,"1,283",5,"2,115",13,"604,310","47,432","12,740,457 ",Africa,"47378,16221",,,101
169,Somalia,"26,675",+110,"1,350 ",,"13,182",,"12,143",,"1,592",81,"400,466","23,901","16,755,128 ",Africa,"62812,41142",7,,725
170,Saint Lucia,"26,584",+46,376 ,+5,"25,881",+215,327,2,"143,496","2,030","206,642","1,115,422","185,259 ",North America,74931,248,27,"1,765"
171,Cayman Islands,"25,318",,28 ,,"8,553",,"16,737",1,"376,627",417,"222,773","3,313,940","67,223 ",North America,"32,4010",,,"248,977"
172,Congo,"24,128",,385 ,,"20,178",,"3,565",,"4,173",67,"347,815","60,154","5,782,115 ",Africa,"24015,01817",,,617
173,Timor-Leste,"22,928",,133 ,,"22,774",,21,,"16,769",97,"268,125","196,103","1,367,265 ",Asia,"6010,2805",,,15
174,Solomon Islands,"21,237",,149 ,,"16,357",,"4,731",1,"29,511",207,"5,117","7,111","719,628 ",Australia/Oceania,"344,830141",,,"6,574"
175,Burkina Faso,"20,853",,382 ,,"20,439",,32,,947,17,"248,995","11,309","22,017,453 ",Africa,"1,05657,63788",,,1
176,Gibraltar,"18,806",,102 ,,"16,579",,"2,125",,"558,522","3,029","534,283","15,867,750","33,671 ",Europe,23300,,,"63,111"
177,Nicaragua,"18,491",,225 ,,"4,225",,"14,041",,"2,728",33,,,"6,777,797 ",North America,"36730,124",,,"2,072"
178,Grenada,"18,035",,231 ,,"17,523",,281,4,"158,847","2,035","168,212","1,481,561","113,537 ",North America,64921,,,"2,475"
179,South Sudan,"17,644",,138 ,,"13,644",,"3,862",1,"1,541",12,"401,608","35,078","11,448,890 ",Africa,"64982,96329",,,337
180,Liechtenstein,"17,628",+1,85 ,,"17,478",+5,65,2,"459,769","2,217","102,174","2,664,876","38,341 ",Europe,24510,26,,"1,695"
181,Tajikistan,"17,388",,124 ,,"17,264",,0,,"1,747",12,,,"9,954,095 ",Asia,"57280,275",,,
182,San Marino,"17,124",,115 ,,"16,910",,99,4,"502,612","3,375","152,231","4,468,183","34,070 ",Europe,22960,,,"2,906"
183,Equatorial Guinea,"15,945",+8,183 ,,"15,716",+5,46,5,"10,683",123,"333,092","223,166","1,492,576 ",Africa,"948,1564",5,,31
184,Djibouti,"15,686",,189 ,,"15,427",,70,,"15,440",186,"305,941","301,143","1,015,934 ",Africa,"655,3753",,,69
185,Bermuda,"15,428",,138 ,,"14,901",,389,,"249,519","2,232","931,509","15,065,404","61,831 ",North America,44480,,,"6,291"
186,CAR,"14,649",,113 ,,"6,859",,"7,677",2,"2,934",23,"81,294","16,282","4,993,027 ",Africa,"34144,18661",,,"1,538"
187,Dominica,"14,638",,67 ,,"14,284",,287,,"202,367",926,"207,131","2,863,536","72,334 ",North America,"51,0800",,,"3,968"
188,Samoa,"14,315",+128,28 ,,"1,605",,"12,682",4,"71,227",139,"133,069","662,111","200,977 ",Australia/Oceania,"147,1782",637,,"63,102"
189,Monaco,"12,489",+3,57 ,,"12,310",+35,122,4,"313,928","1,433","66,898","1,681,573","39,783 ",Europe,36981,75,,"3,067"
190,Gambia,"12,002",,365 ,,"11,591",,46,,"4,709",143,"155,686","61,086","2,548,640 ",Africa,"2126,98316",,,18
191,Greenland,"11,971",,21 ,,"2,761",,"9,189",4,"210,161",369,"164,926","2,895,420","56,961 ",North America,"52,7120",,,"161,321"
192,Tonga,"11,909",,12 ,,"11,517",,380,,"110,244",111,"535,009","4,952,686","108,024 ",Australia/Oceania,"99,0020",,,"3,518"
193,Yemen,"11,822",,"2,149 ",,"9,107",,566,23,380,69,"265,253","8,528","31,102,983 ",Asia,"2,63114,473117",,,18
194,Saint Martin,"10,668",,63 ,,"1,399",,"9,206",7,"267,047","1,577","112,382","2,813,207","39,948 ",North America,46340,,,"230,450"
195,Vanuatu,"10,575",+24,14 ,,"10,263",+297,298,1,"32,934",44,"24,976","77,783","321,097 ",Australia/Oceania,"3022,93613",75,,928
196,Sint Maarten,"10,508",+74,86 ,,"10,368",+76,54,10,"239,788","1,962","62,056","1,416,092","43,822 ",North America,45101,"1,689",,"1,232"
197,Caribbean Netherlands,"10,219",+46,35 ,,"10,145",+36,39,,"382,777","1,311","30,126","1,128,441","26,697 ",North America,37631,"1,723",,"1,461"
198,Eritrea,"9,771",,103 ,,"9,663",,5,,"2,683",28,"23,693","6,506","3,641,853 ",Africa,"37335,358154",,,1
199,Niger,"9,031",,310 ,,"8,628",,93,1,349,12,"254,538","9,824","25,909,734 ",Africa,"2,86983,580102",,,4
200,Antigua and Barbuda,"8,531",+39,140 ,,"8,235",,156,1,"85,734","1,407","18,901","189,948","99,506 ",North America,127115,392,,"1,568"
201,Guinea-Bissau,"8,306",,171 ,,"8,076",,59,6,"4,035",83,"140,579","68,295","2,058,422 ",Africa,"24812,03815",,,29
202,Comoros,"8,100",,160 ,,"7,933",,7,,"8,944",177,,,"905,613 ",Africa,"1125,660",,,8
203,Sierra Leone,"7,685",+1,125 ,,N/A,N/A,N/A,,927,15,"259,958","31,349","8,292,350 ",Africa,"1,07966,33932",0.1,,331
204,Liberia,"7,459",,294 ,,"5,747",,"1,418",2,"1,410",56,"139,824","26,438","5,288,769 ",Africa,"70917,98938",,,268
